"Zone ID","hhd"
"E02001600",11002
"E02001602",9048
"E02001603",7465
"E02001604",11696
"E02001605",7425
"E02001606",7938
"E02001607",8910
"E02001608",7061
"E02001609",8473
"E02001610",8617
"E02001611",7583
"E02001612",5594
"E02001613",10193
"E02001614",10893
"E02001615",7094
"E02001616",7274
"E02001617",5867
"E02001618",9693
"E02001619",10132
"E02001620",6984
"E02001621",6028
"E02001622",8907
"E02001623",8069
"E02001624",9272
"E02001625",7801
"E02001626",5820
"E02001627",6010
"E02001628",6503
"E02001629",6439
"E02001630",9003
"E02001631",7555
"E02001632",12260
"E02001633",7596
"E02001634",9021
"E02001635",6043
"E02001636",8590
"E02001637",8571
"E02001638",5645
"E02001639",5916
"E02001640",8145
"E02001642",10250
"E02001643",6218
"E02001646",6300
"E02001647",6222
"E02001648",5545
"E02001649",10974
"E02001650",7740
"E02001651",8080
"E02001652",9143
"E02001653",7173
"E02001654",6207
"E02001655",7623
"E02001656",7724
"E02001657",9113
"E02001658",5257
"E02001659",5768
"E02001660",9735
"E02001661",7571
"E02001662",7281
"E02001663",7279
"E02001664",6280
"E02001665",9805
"E02001666",5913
"E02001669",7690
"E02001670",5986
"E02001671",5606
"E02001672",5923
"E02001673",5147
"E02001674",9004
"E02001675",8391
"E02001676",5826
"E02001678",10406
"E02001679",6322
"E02001680",6244
"E02001681",7560
"E02001682",8484
"E02001683",9239
"E02001684",6621
"E02001685",8028
"E02001686",6618
"E02001688",7571
"E02001689",7286
"E02001690",6890
"E02001691",8436
"E02001692",6310
"E02001693",5231
"E02001694",6220
"E02001695",5775
"E02001696",9057
"E02001697",7333
"E02001698",6926
"E02001699",6545
"E02001700",10243
"E02001701",6077
"E02001702",7820
"E02001703",5568
"E02001704",6765
"E02001706",7869
"E02001707",8096
"E02001709",10256
"E02001710",9974
"E02001711",9737
"E02001712",9043
"E02001713",9934
"E02001714",9631
"E02001715",11722
"E02001718",6585
"E02001719",8573
"E02001720",9447
"E02001721",10662
"E02001722",9451
"E02001723",7120
"E02001724",8662
"E02001725",9100
"E02001726",11766
"E02001727",8739
"E02001728",9411
"E02001729",11299
"E02001732",5644
"E02001734",8028
"E02001735",6548
"E02001737",6111
"E02001738",6164
"E02001739",7207
"E02001740",5873
"E02001741",7723
"E02001742",5724
"E02001743",7365
"E02001744",8137
"E02001745",6693
"E02001746",8168
"E02001747",6222
"E02001748",8661
"E02001749",6321
"E02001750",6721
"E02001751",6617
"E02001752",6404
"E02001753",6152
"E02001754",5731
"E02001755",9787
"E02001756",9266
"E02001757",5839
"E02001758",5603
"E02001759",6073
"E02001760",7706
"E02001761",5464
"E02001762",6753
"E02001763",6378
"E02001764",7475
"E02001765",7549
"E02001766",7157
"E02001767",6784
"E02001768",7939
"E02001769",7363
"E02001770",5778
"E02001771",6120
"E02001772",4997
"E02001773",5244
"E02001774",5130
"E02001775",5417
"E02001776",8973
"E02001777",6606
"E02001778",5514
"E02001779",5266
"E02001780",6042
"E02001781",5391
"E02001782",10134
"E02001783",7201
"E02001784",6547
"E02001785",7590
"E02001786",6606
"E02001787",5317
"E02001788",5737
"E02001789",5792
"E02001790",5896
"E02001791",5480
"E02001792",6668
"E02001793",8268
"E02001794",8665
"E02001795",7212
"E02001796",8402
"E02001797",5830
"E02001798",8101
"E02001799",9303
"E02001800",6693
"E02001801",5357
"E02001802",7350
"E02001803",7379
"E02001804",6100
"E02001805",5409
"E02001806",7551
"E02001807",8563
"E02001808",5590
"E02001809",6484
"E02001810",8222
"E02001811",8698
"E02001812",9832
"E02001813",9641
"E02001814",6057
"E02001815",9747
"E02001816",6759
"E02001817",6644
"E02001818",9419
"E02001819",6883
"E02001820",9653
"E02001821",5604
"E02001822",7509
"E02001823",8005
"E02001824",8498
"E02001825",7443
"E02001826",7371
"E02001827",6408
"E02001828",7104
"E02001829",9160
"E02001830",9589
"E02001831",10647
"E02001832",7922
"E02001833",5936
"E02001834",6110
"E02001835",8219
"E02001836",9026
"E02001837",10642
"E02001838",7497
"E02001839",6409
"E02001840",9514
"E02001841",5852
"E02001842",8068
"E02001843",6630
"E02001844",9362
"E02001845",6662
"E02001846",8117
"E02001847",5586
"E02001848",7181
"E02001849",8774
"E02001850",8587
"E02001851",9001
"E02001852",7000
"E02001855",9812
"E02001856",9585
"E02001857",13440
"E02001858",8329
"E02001859",10296
"E02001860",8468
"E02001861",11160
"E02001862",9791
"E02001863",8315
"E02001865",11396
"E02001866",9359
"E02001867",8639
"E02001868",9816
"E02001869",7007
"E02001870",12880
"E02001871",8285
"E02001872",7377
"E02001873",11228
"E02001874",9935
"E02001875",8937
"E02001876",8823
"E02001877",12296
"E02001878",9459
"E02001879",9396
"E02001880",10030
"E02001881",10455
"E02001882",8835
"E02001883",8517
"E02001884",10151
"E02001886",9614
"E02001888",7110
"E02001889",8838
"E02001890",9350
"E02001892",11564
"E02001893",8750
"E02001895",8839
"E02001896",10160
"E02001897",8428
"E02001898",6557
"E02001899",8483
"E02001900",6437
"E02001901",8054
"E02001902",6248
"E02001903",8069
"E02001904",7618
"E02001905",6185
"E02001906",9563
"E02001907",10380
"E02001908",8941
"E02001909",8253
"E02001910",7229
"E02001911",8731
"E02001913",7151
"E02001914",6879
"E02001915",11796
"E02001916",9786
"E02001918",8334
"E02001919",6802
"E02001920",7645
"E02001921",7732
"E02001922",13523
"E02001923",11025
"E02001924",7068
"E02001925",6615
"E02001926",7477
"E02001927",7549
"E02001928",6752
"E02001929",10446
"E02001930",7703
"E02001931",8591
"E02001932",7315
"E02001933",7651
"E02001934",7115
"E02001935",8045
"E02001936",6342
"E02001937",8337
"E02001938",7768
"E02001939",6210
"E02001941",6451
"E02001942",6693
"E02001943",6438
"E02001944",7996
"E02001945",7883
"E02001946",7500
"E02001947",6188
"E02001948",7270
"E02001949",6089
"E02001950",8541
"E02001951",9394
"E02001952",9117
"E02001953",6973
"E02001954",7563
"E02001955",8007
"E02001956",6779
"E02001957",7815
"E02001958",8053
"E02001959",6902
"E02001961",7964
"E02001962",7170
"E02001963",6138
"E02001964",10981
"E02001965",8055
"E02001966",7331
"E02001967",6823
"E02001968",7959
"E02001969",6665
"E02001970",5732
"E02001971",6289
"E02001972",11643
"E02001973",8535
"E02001974",9432
"E02001975",7634
"E02001976",7407
"E02001977",9807
"E02001978",6790
"E02001979",5564
"E02001980",5768
"E02001981",11877
"E02001982",8317
"E02001983",7529
"E02001984",10373
"E02001985",8232
"E02001986",7883
"E02001987",5910
"E02001988",6417
"E02001989",6216
"E02001990",9090
"E02001991",8316
"E02001992",10754
"E02001993",8595
"E02001994",7954
"E02001995",9327
"E02001996",7667
"E02001997",8511
"E02001998",6036
"E02001999",5904
"E02002000",8517
"E02002001",6064
"E02002002",6845
"E02002003",8949
"E02002004",7549
"E02002005",9833
"E02002006",6481
"E02002007",9021
"E02002008",8054
"E02002009",7117
"E02002010",8253
"E02002011",5859
"E02002012",8275
"E02002013",6464
"E02002014",8262
"E02002015",7034
"E02002016",7982
"E02002017",8001
"E02002018",8874
"E02002019",7798
"E02002020",9400
"E02002021",7632
"E02002022",8830
"E02002023",5358
"E02002024",8708
"E02002025",8872
"E02002026",6783
"E02002027",5377
"E02002028",5694
"E02002029",6181
"E02002030",6781
"E02002031",6242
"E02002032",10186
"E02002033",7805
"E02002034",8147
"E02002035",6064
"E02002036",6670
"E02002037",5923
"E02002038",9579
"E02002039",5909
"E02002040",5907
"E02002041",6231
"E02002042",7994
"E02002043",8603
"E02002044",8052
"E02002045",7812
"E02002046",5714
"E02002047",7388
"E02002048",6827
"E02002049",6309
"E02002051",6139
"E02002052",11201
"E02002053",6316
"E02002054",5809
"E02002055",11120
"E02002056",9826
"E02002057",10645
"E02002058",13417
"E02002059",11684
"E02002060",7319
"E02002061",6993
"E02002062",8834
"E02002063",10290
"E02002064",12425
"E02002065",14068
"E02002066",8229
"E02002067",6288
"E02002069",7244
"E02002070",10192
"E02002071",6717
"E02002072",8860
"E02002073",8353
"E02002074",8159
"E02002075",8655
"E02002076",10653
"E02002077",10829
"E02002078",6566
"E02002079",8654
"E02002080",7319
"E02002081",5413
"E02002082",5837
"E02002083",6026
"E02002084",6725
"E02002085",6659
"E02002086",5862
"E02002087",6296
"E02002088",9517
"E02002089",7901
"E02002090",5962
"E02002091",7654
"E02002092",7223
"E02002093",6584
"E02002094",5911
"E02002095",8589
"E02002096",10254
"E02002097",7308
"E02002098",9720
"E02002099",6841
"E02002101",6290
"E02002102",8663
"E02002103",6025
"E02002104",5805
"E02002105",8214
"E02002106",9603
"E02002107",5400
"E02002108",9831
"E02002109",12126
"E02002110",6977
"E02002111",6377
"E02002112",5261
"E02002113",6349
"E02002114",6046
"E02002115",6799
"E02002116",6719
"E02002117",6227
"E02002118",7420
"E02002119",5983
"E02002120",6110
"E02002121",6513
"E02002122",7142
"E02002123",6568
"E02002124",6806
"E02002125",6396
"E02002126",6679
"E02002127",9688
"E02002128",5571
"E02002129",6027
"E02002130",6852
"E02002131",7778
"E02002132",6402
"E02002133",6855
"E02002134",9148
"E02002135",7956
"E02002136",7997
"E02002137",6088
"E02002138",6356
"E02002139",10443
"E02002140",8453
"E02002141",6459
"E02002142",7485
"E02002143",10245
"E02002144",6836
"E02002145",8490
"E02002146",6388
"E02002147",9074
"E02002148",11431
"E02002149",10052
"E02002150",5733
"E02002151",5556
"E02002152",6161
"E02002153",7480
"E02002154",7387
"E02002155",6485
"E02002156",8292
"E02002157",7799
"E02002158",7463
"E02002159",6176
"E02002160",7511
"E02002161",7124
"E02002162",7589
"E02002163",11818
"E02002164",6123
"E02002165",7734
"E02002166",9365
"E02002167",6642
"E02002168",10639
"E02002169",8676
"E02002170",6313
"E02002171",7724
"E02002174",7539
"E02002175",7724
"E02002176",7841
"E02002177",11427
"E02002178",7929
"E02002179",6512
"E02002180",6460
"E02002181",8435
"E02002182",6458
"E02002183",5637
"E02002184",12957
"E02002185",5821
"E02002187",6187
"E02002188",7769
"E02002189",7015
"E02002190",11863
"E02002191",9623
"E02002192",9046
"E02002193",6475
"E02002194",7474
"E02002195",6315
"E02002196",6407
"E02002197",8605
"E02002198",8371
"E02002199",7226
"E02002200",8931
"E02002201",12113
"E02002202",7452
"E02002203",7725
"E02002204",11397
"E02002205",9704
"E02002206",8842
"E02002207",7445
"E02002208",8133
"E02002209",6999
"E02002210",7652
"E02002211",7441
"E02002212",9476
"E02002213",7675
"E02002214",6598
"E02002215",10788
"E02002216",9881
"E02002217",10306
"E02002218",10283
"E02002219",8211
"E02002220",9674
"E02002222",9120
"E02002223",7844
"E02002224",10722
"E02002225",8403
"E02002226",12736
"E02002227",6211
"E02002228",7449
"E02002229",7661
"E02002230",8558
"E02002231",13260
"E02002232",7268
"E02002233",9764
"E02002234",7599
"E02002235",7073
"E02002236",6591
"E02002237",8758
"E02002238",6452
"E02002239",10759
"E02002240",11543
"E02002241",12127
"E02002242",7855
"E02002243",9616
"E02002244",6052
"E02002245",5398
"E02002246",9547
"E02002247",8916
"E02002248",7773
"E02002249",5534
"E02002250",8217
"E02002251",7790
"E02002252",6750
"E02002253",8516
"E02002254",6155
"E02002255",7680
"E02002256",9296
"E02002257",6544
"E02002258",8882
"E02002259",7058
"E02002260",9058
"E02002261",7930
"E02002262",7613
"E02002263",6474
"E02002264",7004
"E02002265",5553
"E02002266",5657
"E02002267",7917
"E02002268",10245
"E02002269",9296
"E02002270",8460
"E02002271",7487
"E02002272",9629
"E02002273",6544
"E02002274",6827
"E02002275",8500
"E02002276",7777
"E02002277",6854
"E02002278",6677
"E02002279",6231
"E02002280",6836
"E02002281",11593
"E02002282",7436
"E02002283",7168
"E02002284",6250
"E02002285",7888
"E02002286",6289
"E02002287",7164
"E02002288",10014
"E02002289",7007
"E02002290",6292
"E02002291",6483
"E02002292",5578
"E02002293",8837
"E02002294",10910
"E02002295",7280
"E02002296",6873
"E02002297",6997
"E02002298",6607
"E02002299",6816
"E02002300",8557
"E02002301",8247
"E02002302",6120
"E02002303",6503
"E02002304",6373
"E02002305",6184
"E02002306",6200
"E02002307",5894
"E02002308",6750
"E02002309",6685
"E02002310",5681
"E02002311",6426
"E02002312",6569
"E02002313",7718
"E02002314",5818
"E02002315",6686
"E02002316",6672
"E02002317",7482
"E02002318",6056
"E02002319",6926
"E02002320",6000
"E02002321",6115
"E02002322",6381
"E02002323",8214
"E02002324",6536
"E02002325",8944
"E02002326",6012
"E02002327",9915
"E02002328",6942
"E02002329",12199
"E02002330",6987
"E02002331",6400
"E02002332",6529
"E02002333",7757
"E02002334",7596
"E02002335",7525
"E02002336",6984
"E02002337",7689
"E02002338",7216
"E02002339",5649
"E02002340",5861
"E02002341",7431
"E02002342",6078
"E02002343",5936
"E02002344",7804
"E02002345",6055
"E02002346",6153
"E02002347",6526
"E02002348",6466
"E02002349",5839
"E02002350",6112
"E02002351",5611
"E02002352",7768
"E02002353",6001
"E02002354",8178
"E02002356",9204
"E02002357",8276
"E02002358",8607
"E02002359",6479
"E02002360",6840
"E02002361",6022
"E02002362",7986
"E02002363",6980
"E02002364",5845
"E02002366",8276
"E02002367",6366
"E02002368",8591
"E02002369",7954
"E02002370",7255
"E02002371",10423
"E02002373",8425
"E02002374",6708
"E02002375",6116
"E02002376",7787
"E02002377",7483
"E02002379",5992
"E02002380",5482
"E02002381",6286
"E02002382",7142
"E02002383",8011
"E02002384",9959
"E02002385",8343
"E02002386",9134
"E02002387",6021
"E02002388",8093
"E02002389",7597
"E02002390",7055
"E02002391",7870
"E02002392",5797
"E02002393",8880
"E02002394",7640
"E02002395",7332
"E02002396",8918
"E02002397",7679
"E02002398",7466
"E02002399",6448
"E02002400",9204
"E02002401",6628
"E02002402",5715
"E02002403",6126
"E02002404",10474
"E02002405",9068
"E02002406",7257
"E02002407",6398
"E02002408",7442
"E02002409",6060
"E02002410",6822
"E02002411",8958
"E02002412",7227
"E02002414",6680
"E02002415",7874
"E02002416",6873
"E02002417",7280
"E02002418",7078
"E02002419",8184
"E02002420",8369
"E02002421",6322
"E02002422",6380
"E02002423",5753
"E02002424",7584
"E02002425",8597
"E02002426",7654
"E02002427",6692
"E02002428",8031
"E02002429",8469
"E02002430",8176
"E02002431",8800
"E02002432",7536
"E02002433",6741
"E02002434",10101
"E02002435",8293
"E02002436",6868
"E02002437",6175
"E02002438",8878
"E02002439",8546
"E02002440",7888
"E02002441",9649
"E02002442",7229
"E02002443",6053
"E02002444",6914
"E02002445",8374
"E02002446",5877
"E02002447",6084
"E02002448",8053
"E02002449",9682
"E02002450",7856
"E02002451",7836
"E02002452",9112
"E02002453",9589
"E02002454",9060
"E02002455",6483
"E02002456",7286
"E02002457",7891
"E02002458",9033
"E02002459",9973
"E02002460",7441
"E02002461",11745
"E02002462",7420
"E02002463",10353
"E02002464",9016
"E02002465",6090
"E02002466",9050
"E02002467",8942
"E02002468",6080
"E02002469",6524
"E02002470",6005
"E02002471",11397
"E02002472",5526
"E02002473",6611
"E02002474",6960
"E02002475",6226
"E02002476",6606
"E02002477",6268
"E02002478",6247
"E02002479",8104
"E02002480",5489
"E02002481",7260
"E02002482",7124
"E02002483",10239
"E02002484",10100
"E02002485",7954
"E02002489",6934
"E02002490",5777
"E02002491",6422
"E02002492",6676
"E02002493",6642
"E02002494",7622
"E02002496",10685
"E02002497",6076
"E02002498",8439
"E02002499",7589
"E02002500",5800
"E02002501",6165
"E02002502",9753
"E02002503",6835
"E02002504",9655
"E02002505",6385
"E02002506",5297
"E02002507",6214
"E02002508",5421
"E02002509",5100
"E02002510",7092
"E02002512",5325
"E02002513",10040
"E02002514",8202
"E02002515",6129
"E02002516",5863
"E02002517",5315
"E02002518",10876
"E02002519",7384
"E02002520",13054
"E02002521",5643
"E02002523",6387
"E02002525",7871
"E02002527",5034
"E02002529",5731
"E02002530",6176
"E02002532",6618
"E02002533",6510
"E02002534",5498
"E02002535",9110
"E02002536",9309
"E02002537",8305
"E02002538",5538
"E02002539",10453
"E02002540",6066
"E02002541",5970
"E02002542",7961
"E02002543",9199
"E02002544",7672
"E02002545",5021
"E02002546",7350
"E02002547",6078
"E02002549",7402
"E02002550",5974
"E02002551",5258
"E02002552",7147
"E02002553",5756
"E02002554",4954
"E02002555",10255
"E02002556",7265
"E02002558",10793
"E02002559",9656
"E02002560",6217
"E02002561",5414
"E02002562",5529
"E02002563",5408
"E02002564",9729
"E02002567",9344
"E02002568",5936
"E02002569",9071
"E02002570",7306
"E02002571",6283
"E02002572",6279
"E02002573",9220
"E02002574",8659
"E02002575",9438
"E02002576",7278
"E02002577",7268
"E02002578",8405
"E02002579",7808
"E02002580",7827
"E02002581",7041
"E02002582",9166
"E02002583",7670
"E02002584",7269
"E02002585",10631
"E02002586",9440
"E02002587",6450
"E02002588",7002
"E02002589",6245
"E02002590",6329
"E02002591",6451
"E02002592",5985
"E02002593",5076
"E02002594",5520
"E02002595",8070
"E02002596",7928
"E02002597",9172
"E02002598",11130
"E02002599",10914
"E02002600",9129
"E02002601",9012
"E02002602",8172
"E02002603",6894
"E02002604",7683
"E02002605",8921
"E02002606",11063
"E02002607",11158
"E02002608",8099
"E02002609",9573
"E02002610",12559
"E02002611",7705
"E02002612",9020
"E02002613",6471
"E02002614",5815
"E02002615",10786
"E02002616",9534
"E02002617",9597
"E02002618",7945
"E02002619",9180
"E02002620",8814
"E02002621",8574
"E02002622",10802
"E02002623",10428
"E02002624",8672
"E02002625",10020
"E02002626",7233
"E02002627",7493
"E02002628",6717
"E02002629",5971
"E02002630",6233
"E02002631",8934
"E02002632",6315
"E02002633",7505
"E02002634",7974
"E02002635",7637
"E02002636",8001
"E02002637",6220
"E02002638",5788
"E02002639",6065
"E02002640",7038
"E02002641",7869
"E02002642",6606
"E02002643",7753
"E02002644",7770
"E02002645",5716
"E02002646",7034
"E02002647",7941
"E02002648",7084
"E02002649",8054
"E02002650",8264
"E02002651",7700
"E02002653",8102
"E02002654",8228
"E02002655",8624
"E02002656",5066
"E02002657",7463
"E02002658",6454
"E02002659",11388
"E02002660",6974
"E02002661",8254
"E02002662",7323
"E02002663",6526
"E02002664",7191
"E02002665",7910
"E02002666",8011
"E02002667",7273
"E02002668",8399
"E02002669",7930
"E02002670",7881
"E02002671",8137
"E02002672",7253
"E02002673",7401
"E02002674",6584
"E02002675",8441
"E02002676",7224
"E02002677",8214
"E02002678",8416
"E02002679",7709
"E02002680",9304
"E02002681",9005
"E02002682",10732
"E02002684",10086
"E02002685",7800
"E02002686",7617
"E02002687",5636
"E02002688",5242
"E02002689",5638
"E02002691",8266
"E02002692",8959
"E02002694",12641
"E02002695",7968
"E02002696",5716
"E02002697",7533
"E02002698",8524
"E02002699",9796
"E02002700",5992
"E02002701",8685
"E02002702",9605
"E02002703",8945
"E02002704",7137
"E02002705",6982
"E02002706",7163
"E02002707",6680
"E02002708",5687
"E02002709",7474
"E02002710",7129
"E02002711",7789
"E02002712",7115
"E02002714",7843
"E02002715",13442
"E02002716",8404
"E02002717",7912
"E02002718",8004
"E02002719",6468
"E02002720",7465
"E02002721",6584
"E02002722",8279
"E02002723",8340
"E02002724",9537
"E02002725",6789
"E02002726",10253
"E02002727",4955
"E02002728",7540
"E02002729",5601
"E02002730",7152
"E02002731",5635
"E02002732",7867
"E02002733",5722
"E02002734",5443
"E02002736",5601
"E02002737",6938
"E02002738",6893
"E02002739",5749
"E02002740",5401
"E02002741",8593
"E02002743",5343
"E02002744",6927
"E02002745",7062
"E02002746",9771
"E02002747",9182
"E02002748",7770
"E02002749",11798
"E02002750",6276
"E02002751",6310
"E02002752",7098
"E02002753",8347
"E02002754",8200
"E02002755",7290
"E02002756",8886
"E02002757",6284
"E02002758",6437
"E02002759",9384
"E02002760",5667
"E02002761",6326
"E02002762",6287
"E02002763",8712
"E02002764",5994
"E02002765",6082
"E02002766",8912
"E02002767",6621
"E02002768",7493
"E02002769",5631
"E02002770",6966
"E02002771",7002
"E02002772",6854
"E02002773",5665
"E02002774",5987
"E02002775",5624
"E02002776",6659
"E02002777",8918
"E02002778",7674
"E02002779",9314
"E02002780",7941
"E02002781",9164
"E02002782",6075
"E02002783",10194
"E02002784",9763
"E02002785",7995
"E02002786",10165
"E02002787",8895
"E02002788",8211
"E02002789",9232
"E02002790",10349
"E02002791",6454
"E02002792",7645
"E02002793",9267
"E02002794",5251
"E02002795",8276
"E02002796",6182
"E02002797",7321
"E02002798",10381
"E02002799",6320
"E02002800",6866
"E02002801",7415
"E02002802",7870
"E02002803",6738
"E02002804",9096
"E02002805",5597
"E02002806",6060
"E02002807",8994
"E02002808",11442
"E02002809",6931
"E02002810",9135
"E02002811",10881
"E02002812",7525
"E02002813",11470
"E02002814",7134
"E02002815",8935
"E02002816",9341
"E02002817",6283
"E02002818",8427
"E02002819",7403
"E02002820",9916
"E02002821",12338
"E02002822",6924
"E02002823",7633
"E02002824",10770
"E02002825",8538
"E02002826",7092
"E02002827",6848
"E02002828",8204
"E02002829",11650
"E02002830",10945
"E02002831",7157
"E02002832",10152
"E02002833",8999
"E02002834",11704
"E02002836",11228
"E02002837",9951
"E02002838",8578
"E02002839",8475
"E02002842",8497
"E02002843",15803
"E02002844",12347
"E02002845",11057
"E02002846",7460
"E02002847",10576
"E02002848",11076
"E02002849",12131
"E02002851",8646
"E02002852",7384
"E02002853",13302
"E02002854",8327
"E02002855",7733
"E02002856",11063
"E02002857",7164
"E02002858",7219
"E02002860",8128
"E02002861",8238
"E02002862",8602
"E02002863",6844
"E02002864",8209
"E02002865",7410
"E02002866",7334
"E02002867",7642
"E02002868",6016
"E02002869",7481
"E02002871",7864
"E02002872",8654
"E02002873",9361
"E02002874",7445
"E02002875",8405
"E02002876",7679
"E02002877",7610
"E02002878",9272
"E02002879",9735
"E02002880",8744
"E02002881",6781
"E02002882",8142
"E02002883",7647
"E02002884",7275
"E02002885",8625
"E02002886",10276
"E02002887",6577
"E02002888",7858
"E02002889",6991
"E02002890",8572
"E02002891",8435
"E02002892",6176
"E02002893",10568
"E02002895",8895
"E02002896",10048
"E02002897",7939
"E02002898",10520
"E02002901",6054
"E02002902",8071
"E02002903",5894
"E02002904",6333
"E02002905",6228
"E02002906",5621
"E02002907",6153
"E02002908",8776
"E02002909",10544
"E02002910",7732
"E02002911",9291
"E02002912",7538
"E02002913",5553
"E02002914",8876
"E02002915",7696
"E02002916",9644
"E02002917",6782
"E02002918",5740
"E02002919",9007
"E02002920",6524
"E02002921",7862
"E02002922",6488
"E02002923",9333
"E02002924",6028
"E02002925",10773
"E02002926",10868
"E02002927",11594
"E02002928",6005
"E02002929",5950
"E02002930",6870
"E02002931",6551
"E02002932",8885
"E02002933",7913
"E02002934",6172
"E02002935",6779
"E02002936",11145
"E02002937",10586
"E02002938",7229
"E02002939",7489
"E02002940",5824
"E02002941",10455
"E02002942",7895
"E02002944",8334
"E02002945",9421
"E02002946",7577
"E02002947",7060
"E02002948",7560
"E02002949",5271
"E02002950",5853
"E02002951",7755
"E02002952",7409
"E02002953",7309
"E02002954",8282
"E02002955",7429
"E02002956",9080
"E02002957",9506
"E02002958",8422
"E02002959",8917
"E02002960",5716
"E02002961",7257
"E02002962",7862
"E02002963",7089
"E02002964",8602
"E02002965",7682
"E02002966",9679
"E02002967",10313
"E02002968",9225
"E02002969",9112
"E02002970",7899
"E02002973",8112
"E02002974",6026
"E02002975",7145
"E02002976",5950
"E02002977",5486
"E02002978",6754
"E02002979",6053
"E02002980",5930
"E02002981",8589
"E02002982",8703
"E02002983",5313
"E02002984",5268
"E02002985",6665
"E02002986",7015
"E02002987",5745
"E02002988",5509
"E02002989",5527
"E02002990",5842
"E02002991",10475
"E02002992",5672
"E02002993",5275
"E02002994",10264
"E02002995",5546
"E02002996",8524
"E02002997",7644
"E02002998",5908
"E02002999",5641
"E02003000",9461
"E02003001",5441
"E02003002",6271
"E02003003",5855
"E02003004",7294
"E02003005",6767
"E02003006",8809
"E02003007",9527
"E02003008",6123
"E02003009",6197
"E02003010",6501
"E02003011",5940
"E02003012",12027
"E02003013",12582
"E02003014",8500
"E02003015",6853
"E02003016",8005
"E02003017",6167
"E02003018",6221
"E02003019",10137
"E02003020",6142
"E02003021",7389
"E02003022",6234
"E02003023",6184
"E02003024",9773
"E02003025",7615
"E02003026",7725
"E02003027",12936
"E02003028",8631
"E02003029",6666
"E02003030",7880
"E02003031",10331
"E02003032",8427
"E02003033",8743
"E02003036",7707
"E02003037",8949
"E02003038",6922
"E02003039",8703
"E02003040",9736
"E02003041",5877
"E02003044",6117
"E02003045",5971
"E02003046",9972
"E02003047",11048
"E02003048",6830
"E02003049",7853
"E02003050",10073
"E02003051",7584
"E02003052",7222
"E02003053",8605
"E02003054",6750
"E02003055",9128
"E02003056",7689
"E02003057",6179
"E02003058",9784
"E02003059",6734
"E02003060",10988
"E02003061",6255
"E02003062",5920
"E02003063",7280
"E02003064",7397
"E02003065",9754
"E02003066",6107
"E02003067",8137
"E02003068",6356
"E02003069",5483
"E02003070",13275
"E02003071",7910
"E02003072",9194
"E02003073",6281
"E02003074",7673
"E02003075",6180
"E02003076",9804
"E02003077",6322
"E02003078",7326
"E02003079",9287
"E02003080",8648
"E02003081",9391
"E02003082",8534
"E02003084",10247
"E02003085",7846
"E02003086",5767
"E02003087",10804
"E02003088",8854
"E02003089",5920
"E02003090",9051
"E02003091",6692
"E02003092",8228
"E02003093",6603
"E02003094",8840
"E02003095",8522
"E02003096",6251
"E02003097",6477
"E02003098",10030
"E02003099",7591
"E02003101",10656
"E02003102",7139
"E02003103",7183
"E02003104",7531
"E02003105",6301
"E02003107",11271
"E02003108",12267
"E02003109",6219
"E02003110",12348
"E02003111",6507
"E02003112",6532
"E02003113",10437
"E02003114",7214
"E02003115",9594
"E02003116",7647
"E02003117",9319
"E02003118",9824
"E02003119",10283
"E02003120",9195
"E02003121",10117
"E02003122",7225
"E02003123",8727
"E02003124",8254
"E02003125",5991
"E02003126",7934
"E02003127",7479
"E02003128",9097
"E02003129",6411
"E02003130",10530
"E02003131",7287
"E02003132",8838
"E02003133",7101
"E02003134",6937
"E02003135",6888
"E02003136",7528
"E02003137",7588
"E02003138",7526
"E02003139",6689
"E02003140",7724
"E02003141",7779
"E02003142",9204
"E02003143",7324
"E02003144",7462
"E02003145",6278
"E02003146",8233
"E02003147",9131
"E02003148",8334
"E02003149",9295
"E02003151",8224
"E02003152",11255
"E02003153",7390
"E02003154",7255
"E02003155",5708
"E02003156",10629
"E02003157",6788
"E02003158",5624
"E02003159",5979
"E02003161",7575
"E02003163",7661
"E02003164",8857
"E02003165",7226
"E02003166",12956
"E02003167",9498
"E02003168",7105
"E02003169",6534
"E02003170",9397
"E02003171",7279
"E02003172",6496
"E02003173",6769
"E02003174",8317
"E02003175",9368
"E02003176",7478
"E02003177",8444
"E02003178",8714
"E02003179",6428
"E02003180",10004
"E02003181",8764
"E02003182",6522
"E02003183",7157
"E02003184",7957
"E02003185",7574
"E02003186",9403
"E02003187",9421
"E02003188",10552
"E02003189",8248
"E02003190",10052
"E02003191",8269
"E02003192",10124
"E02003194",5825
"E02003195",5877
"E02003196",10153
"E02003197",6836
"E02003198",7488
"E02003199",9409
"E02003200",10354
"E02003201",11146
"E02003202",5924
"E02003203",7599
"E02003204",9165
"E02003205",8458
"E02003206",9980
"E02003207",7311
"E02003208",11093
"E02003209",6731
"E02003210",9718
"E02003211",8243
"E02003212",8336
"E02003214",6855
"E02003215",6639
"E02003216",9908
"E02003217",7366
"E02003218",6531
"E02003219",12931
"E02003220",10147
"E02003221",7294
"E02003222",6017
"E02003223",10893
"E02003224",8530
"E02003225",6428
"E02003226",10637
"E02003227",7005
"E02003228",7778
"E02003229",5652
"E02003230",8544
"E02003231",8504
"E02003232",8417
"E02003233",8737
"E02003234",8407
"E02003235",9310
"E02003236",12682
"E02003237",6107
