"Var1","shannon","SMS"
"E02000156",0.409148622115437,"SexbyAge"
"E02000157",0.51521739185709,"SexbyAge"
"E02000158",0.519565462040126,"SexbyAge"
"E02000159",0.549798434782553,"SexbyAge"
"E02000160",0.516819121835943,"SexbyAge"
"E02000161",0.494790687405009,"SexbyAge"
"E02000162",0.552150783162953,"SexbyAge"
"E02000163",0.534707747402512,"SexbyAge"
"E02000165",0.545929338116245,"SexbyAge"
"E02000166",0.522837005061486,"SexbyAge"
"E02000167",0.545072042022815,"SexbyAge"
"E02000168",0.485072654610899,"SexbyAge"
"E02000169",0.536389744081198,"SexbyAge"
"E02000170",0.474765964209533,"SexbyAge"
"E02000171",0.50925719550228,"SexbyAge"
"E02000172",0.419349335129001,"SexbyAge"
"E02000173",0.495347770200802,"SexbyAge"
"E02000174",0.46329314972265,"SexbyAge"
"E02000175",0.403983094613545,"SexbyAge"
"E02000176",0.560100550643209,"SexbyAge"
"E02000177",0.44572209566907,"SexbyAge"
"E02000178",0.410114496783232,"SexbyAge"
"E02000179",0.57783764614004,"SexbyAge"
"E02000180",0.441855357626523,"SexbyAge"
"E02000181",0.442480158014337,"SexbyAge"
"E02000182",0.50400683199475,"SexbyAge"
"E02000183",0.501981217331343,"SexbyAge"
"E02000184",0.412975883122747,"SexbyAge"
"E02000185",0.448945193522481,"SexbyAge"
"E02000186",0.496940427541314,"SexbyAge"
"E02000187",0.402035646943356,"SexbyAge"
"E02000188",0.481255287237777,"SexbyAge"
"E02000191",0.578103454108708,"SexbyAge"
"E02000192",0.49886143127898,"SexbyAge"
"E02000193",0.511495330941173,"SexbyAge"
"E02000194",0.447694131236484,"SexbyAge"
"E02000195",0.456978180388732,"SexbyAge"
"E02000196",0.505241005582808,"SexbyAge"
"E02000197",0.463157083228032,"SexbyAge"
"E02000198",0.458704183770632,"SexbyAge"
"E02000199",0.478231740280463,"SexbyAge"
"E02000200",0.450537139591206,"SexbyAge"
"E02000201",0.464065800314711,"SexbyAge"
"E02000202",0.466279159818991,"SexbyAge"
"E02000203",0.495274178740829,"SexbyAge"
"E02000204",0.440632050174038,"SexbyAge"
"E02000206",0.400346676884976,"SexbyAge"
"E02000207",0.45709374151466,"SexbyAge"
"E02000208",0.3849943541788,"SexbyAge"
"E02000209",0.438790608588862,"SexbyAge"
"E02000210",0.465751455924523,"SexbyAge"
"E02000211",0.509852588241026,"SexbyAge"
"E02000212",0.429559887198025,"SexbyAge"
"E02000213",0.337982137314862,"SexbyAge"
"E02000214",0.580420451416724,"SexbyAge"
"E02000215",0.367885554493705,"SexbyAge"
"E02000216",0.536930261625947,"SexbyAge"
"E02000217",0.35752698276107,"SexbyAge"
"E02000218",0.5448995092129,"SexbyAge"
"E02000219",0.534614948481208,"SexbyAge"
"E02000221",0.409075524971645,"SexbyAge"
"E02000222",0.480925306302909,"SexbyAge"
"E02000223",0.434399165937678,"SexbyAge"
"E02000224",0.483935576518834,"SexbyAge"
"E02000225",0.515528072884463,"SexbyAge"
"E02000226",0.541209356346851,"SexbyAge"
"E02000227",0.411002243756057,"SexbyAge"
"E02000228",0.528539829050864,"SexbyAge"
"E02000229",0.569298710620423,"SexbyAge"
"E02000230",0.446051335173627,"SexbyAge"
"E02000231",0.528835689109904,"SexbyAge"
"E02000232",0.586491968374936,"SexbyAge"
"E02000233",0.574275625990962,"SexbyAge"
"E02000234",0.467063083251798,"SexbyAge"
"E02000235",0.56233015730878,"SexbyAge"
"E02000236",0.471811286429178,"SexbyAge"
"E02000237",0.543863902621193,"SexbyAge"
"E02000238",0.398844821888578,"SexbyAge"
"E02000239",0.464791852128527,"SexbyAge"
"E02000240",0.399646441324444,"SexbyAge"
"E02000241",0.51479222273298,"SexbyAge"
"E02000242",0.538241522767188,"SexbyAge"
"E02000243",0.474750798004723,"SexbyAge"
"E02000244",0.495933773330042,"SexbyAge"
"E02000245",0.434119754106042,"SexbyAge"
"E02000246",0.43802496756417,"SexbyAge"
"E02000247",0.402493654594666,"SexbyAge"
"E02000248",0.497089602292968,"SexbyAge"
"E02000249",0.480087230318646,"SexbyAge"
"E02000250",0.585308203045264,"SexbyAge"
"E02000251",0.493612820956401,"SexbyAge"
"E02000252",0.391380193461827,"SexbyAge"
"E02000253",0.433122831522078,"SexbyAge"
"E02000254",0.459090455941447,"SexbyAge"
"E02000255",0.446333370362527,"SexbyAge"
"E02000256",0.442199668030602,"SexbyAge"
"E02000258",0.521804822058511,"SexbyAge"
"E02000259",0.552664148599489,"SexbyAge"
"E02000260",0.43918279424621,"SexbyAge"
"E02000261",0.338892108394776,"SexbyAge"
"E02000262",0.433781043647146,"SexbyAge"
"E02000263",0.340525557147298,"SexbyAge"
"E02000264",0.459842360553355,"SexbyAge"
"E02000265",0.394207888357063,"SexbyAge"
"E02000266",0.354225075060205,"SexbyAge"
"E02000267",0.487507722851322,"SexbyAge"
"E02000268",0.458085061180997,"SexbyAge"
"E02000269",0.49534204210721,"SexbyAge"
"E02000270",0.398981324753324,"SexbyAge"
"E02000271",0.546084420849691,"SexbyAge"
"E02000272",0.563026487983044,"SexbyAge"
"E02000275",0.482219057173214,"SexbyAge"
"E02000276",0.527209168578988,"SexbyAge"
"E02000277",0.508089930428236,"SexbyAge"
"E02000278",0.438615113061024,"SexbyAge"
"E02000279",0.35541191134722,"SexbyAge"
"E02000280",0.493013116012362,"SexbyAge"
"E02000281",0.436398290374748,"SexbyAge"
"E02000282",0.410882261624316,"SexbyAge"
"E02000283",0.469528707482678,"SexbyAge"
"E02000284",0.481444801984608,"SexbyAge"
"E02000285",0.570867369721481,"SexbyAge"
"E02000286",0.496543546417434,"SexbyAge"
"E02000287",0.543527214233856,"SexbyAge"
"E02000288",0.342973884179006,"SexbyAge"
"E02000289",0.559793360699014,"SexbyAge"
"E02000290",0.511855524027041,"SexbyAge"
"E02000291",0.435645384880445,"SexbyAge"
"E02000292",0.443669907806593,"SexbyAge"
"E02000293",0.586733440547234,"SexbyAge"
"E02000294",0.452098350228187,"SexbyAge"
"E02000295",0.488411811177238,"SexbyAge"
"E02000296",0.433759927255897,"SexbyAge"
"E02000297",0.476985824730594,"SexbyAge"
"E02000298",0.514609142332399,"SexbyAge"
"E02000299",0.437749485980765,"SexbyAge"
"E02000300",0.460442453536955,"SexbyAge"
"E02000301",0.414469725245198,"SexbyAge"
"E02000302",0.488566584738096,"SexbyAge"
"E02000303",0.465203026985557,"SexbyAge"
"E02000304",0.525887010631982,"SexbyAge"
"E02000305",0.481249239618262,"SexbyAge"
"E02000306",0.440776358488952,"SexbyAge"
"E02000307",0.427658121493398,"SexbyAge"
"E02000308",0.462880537697187,"SexbyAge"
"E02000309",0.370161974948968,"SexbyAge"
"E02000311",0.419942574605522,"SexbyAge"
"E02000312",0.398058813922259,"SexbyAge"
"E02000313",0.541079479063473,"SexbyAge"
"E02000314",0.337810649601186,"SexbyAge"
"E02000315",0.417508571942964,"SexbyAge"
"E02000317",0.487426499880104,"SexbyAge"
"E02000318",0.399031937902747,"SexbyAge"
"E02000319",0.396729119927805,"SexbyAge"
"E02000320",0.519509896140981,"SexbyAge"
"E02000321",0.487548781666036,"SexbyAge"
"E02000323",0.333657969559402,"SexbyAge"
"E02000324",0.490663532589852,"SexbyAge"
"E02000326",0.485463764338454,"SexbyAge"
"E02000327",0.515303548816584,"SexbyAge"
"E02000328",0.552263564253896,"SexbyAge"
"E02000329",0.574757828107813,"SexbyAge"
"E02000331",0.477122154567221,"SexbyAge"
"E02000332",0.526572470433172,"SexbyAge"
"E02000333",0.569219350444355,"SexbyAge"
"E02000334",0.545375601098106,"SexbyAge"
"E02000335",0.566663454156688,"SexbyAge"
"E02000337",0.485377856215381,"SexbyAge"
"E02000339",0.580364465379737,"SexbyAge"
"E02000340",0.548355227315008,"SexbyAge"
"E02000341",0.494719740705145,"SexbyAge"
"E02000342",0.582450270756076,"SexbyAge"
"E02000343",0.537046228142304,"SexbyAge"
"E02000344",0.569572760660928,"SexbyAge"
"E02000345",0.426445089138169,"SexbyAge"
"E02000346",0.389675991028636,"SexbyAge"
"E02000347",0.434233161957692,"SexbyAge"
"E02000348",0.435808431737358,"SexbyAge"
"E02000350",0.378149695083111,"SexbyAge"
"E02000351",0.376075713569256,"SexbyAge"
"E02000352",0.527242117277516,"SexbyAge"
"E02000353",0.468545821074089,"SexbyAge"
"E02000354",0.394270896316699,"SexbyAge"
"E02000355",0.451073382204922,"SexbyAge"
"E02000356",0.485693320310391,"SexbyAge"
"E02000357",0.517029432061976,"SexbyAge"
"E02000358",0.357035534346297,"SexbyAge"
"E02000359",0.516524728879576,"SexbyAge"
"E02000360",0.363111790305171,"SexbyAge"
"E02000361",0.406852929276457,"SexbyAge"
"E02000362",0.484730418177971,"SexbyAge"
"E02000363",0.370212034480713,"SexbyAge"
"E02000364",0.418852451839652,"SexbyAge"
"E02000366",0.471488000244487,"SexbyAge"
"E02000367",0.348791197719317,"SexbyAge"
"E02000368",0.402139311416773,"SexbyAge"
"E02000369",0.300372162208083,"SexbyAge"
"E02000370",0.395700529259493,"SexbyAge"
"E02000372",0.433669925540031,"SexbyAge"
"E02000373",0.495393069244985,"SexbyAge"
"E02000374",0.512018545014861,"SexbyAge"
"E02000375",0.468646654061413,"SexbyAge"
"E02000376",0.461624579743665,"SexbyAge"
"E02000377",0.480604044714435,"SexbyAge"
"E02000378",0.496250104430883,"SexbyAge"
"E02000379",0.511014560304262,"SexbyAge"
"E02000380",0.576221214942145,"SexbyAge"
"E02000381",0.485956131809282,"SexbyAge"
"E02000382",0.554329877066962,"SexbyAge"
"E02000383",0.432760710596334,"SexbyAge"
"E02000384",0.437419418849344,"SexbyAge"
"E02000385",0.459776898248429,"SexbyAge"
"E02000386",0.457991835903742,"SexbyAge"
"E02000387",0.513778265595959,"SexbyAge"
"E02000388",0.406296633213816,"SexbyAge"
"E02000389",0.449150855164723,"SexbyAge"
"E02000390",0.493042130149003,"SexbyAge"
"E02000391",0.483767907712637,"SexbyAge"
"E02000392",0.402326007646855,"SexbyAge"
"E02000393",0.50293073973871,"SexbyAge"
"E02000394",0.409040190542604,"SexbyAge"
"E02000395",0.561127148424166,"SexbyAge"
"E02000396",0.513435975762028,"SexbyAge"
"E02000397",0.475229428450266,"SexbyAge"
"E02000398",0.491179938383672,"SexbyAge"
"E02000400",0.486019307297382,"SexbyAge"
"E02000401",0.519625899173223,"SexbyAge"
"E02000402",0.540513708965702,"SexbyAge"
"E02000403",0.482903200428492,"SexbyAge"
"E02000404",0.505223109101472,"SexbyAge"
"E02000405",0.561592118887222,"SexbyAge"
"E02000406",0.506812010135185,"SexbyAge"
"E02000407",0.487495529352286,"SexbyAge"
"E02000408",0.471434861017601,"SexbyAge"
"E02000409",0.547019673250856,"SexbyAge"
"E02000410",0.576411210242869,"SexbyAge"
"E02000411",0.386094312606574,"SexbyAge"
"E02000412",0.477448387398504,"SexbyAge"
"E02000413",0.510765535462218,"SexbyAge"
"E02000414",0.50262799309855,"SexbyAge"
"E02000415",0.48658725297364,"SexbyAge"
"E02000416",0.449144343566955,"SexbyAge"
"E02000417",0.563902389118656,"SexbyAge"
"E02000418",0.631419192080378,"SexbyAge"
"E02000419",0.420219608799579,"SexbyAge"
"E02000420",0.470401256771753,"SexbyAge"
"E02000421",0.439727668970564,"SexbyAge"
"E02000422",0.490657311754176,"SexbyAge"
"E02000423",0.474280362364376,"SexbyAge"
"E02000424",0.538792530959464,"SexbyAge"
"E02000425",0.421989342770586,"SexbyAge"
"E02000426",0.561857475035148,"SexbyAge"
"E02000427",0.492849772807547,"SexbyAge"
"E02000428",0.430891404484955,"SexbyAge"
"E02000429",0.549225478583647,"SexbyAge"
"E02000430",0.512952347883696,"SexbyAge"
"E02000431",0.550238858351899,"SexbyAge"
"E02000432",0.509713711219614,"SexbyAge"
"E02000433",0.500980651210984,"SexbyAge"
"E02000434",0.438956306434386,"SexbyAge"
"E02000435",0.496037883453873,"SexbyAge"
"E02000436",0.615485602327135,"SexbyAge"
"E02000437",0.489341247985549,"SexbyAge"
"E02000438",0.492717077382668,"SexbyAge"
"E02000439",0.44301876804461,"SexbyAge"
"E02000440",0.459468526364929,"SexbyAge"
"E02000441",0.527967305894088,"SexbyAge"
"E02000442",0.429739752003019,"SexbyAge"
"E02000443",0.404355108930768,"SexbyAge"
"E02000444",0.474802753270183,"SexbyAge"
"E02000445",0.380750977312398,"SexbyAge"
"E02000447",0.500385048474388,"SexbyAge"
"E02000448",0.552502406693805,"SexbyAge"
"E02000449",0.482861884578587,"SexbyAge"
"E02000451",0.56763596451899,"SexbyAge"
"E02000452",0.419697289168795,"SexbyAge"
"E02000453",0.476386458204372,"SexbyAge"
"E02000454",0.538141462842615,"SexbyAge"
"E02000455",0.357168929392635,"SexbyAge"
"E02000456",0.490610228980263,"SexbyAge"
"E02000457",0.543305913226296,"SexbyAge"
"E02000459",0.444139055829146,"SexbyAge"
"E02000460",0.500201685037909,"SexbyAge"
"E02000461",0.554265515677021,"SexbyAge"
"E02000462",0.529207768369566,"SexbyAge"
"E02000463",0.472162583618898,"SexbyAge"
"E02000464",0.511412931657254,"SexbyAge"
"E02000465",0.448694507420905,"SexbyAge"
"E02000466",0.477699022236549,"SexbyAge"
"E02000467",0.381771891866886,"SexbyAge"
"E02000468",0.487567082792703,"SexbyAge"
"E02000469",0.520341281665537,"SexbyAge"
"E02000470",0.448096436781525,"SexbyAge"
"E02000471",0.532919245864427,"SexbyAge"
"E02000472",0.468159882323786,"SexbyAge"
"E02000473",0.437405857818452,"SexbyAge"
"E02000474",0.467346505593534,"SexbyAge"
"E02000475",0.468237016124276,"SexbyAge"
"E02000476",0.43574768703746,"SexbyAge"
"E02000477",0.471844059853202,"SexbyAge"
"E02000478",0.609504170766717,"SexbyAge"
"E02000479",0.438632175030902,"SexbyAge"
"E02000480",0.337384391296773,"SexbyAge"
"E02000481",0.507233485821093,"SexbyAge"
"E02000482",0.574858114084134,"SexbyAge"
"E02000483",0.51729475912619,"SexbyAge"
"E02000484",0.502859708641761,"SexbyAge"
"E02000485",0.497496510208588,"SexbyAge"
"E02000486",0.541938680402915,"SexbyAge"
"E02000487",0.528871677800921,"SexbyAge"
"E02000488",0.537678895117873,"SexbyAge"
"E02000489",0.491783133267874,"SexbyAge"
"E02000490",0.488352151785888,"SexbyAge"
"E02000491",0.413311182952874,"SexbyAge"
"E02000492",0.558849228609674,"SexbyAge"
"E02000493",0.537267790426364,"SexbyAge"
"E02000494",0.536472492745327,"SexbyAge"
"E02000495",0.443064425359192,"SexbyAge"
"E02000496",0.528165372448896,"SexbyAge"
"E02000497",0.467194294922787,"SexbyAge"
"E02000498",0.581001624898063,"SexbyAge"
"E02000499",0.531019729317244,"SexbyAge"
"E02000500",0.513247526362789,"SexbyAge"
"E02000501",0.503377444055938,"SexbyAge"
"E02000502",0.468354420862085,"SexbyAge"
"E02000503",0.483803315177899,"SexbyAge"
"E02000504",0.539307714600905,"SexbyAge"
"E02000506",0.523672682841185,"SexbyAge"
"E02000507",0.483805940822902,"SexbyAge"
"E02000508",0.393373773469241,"SexbyAge"
"E02000509",0.445841940709386,"SexbyAge"
"E02000510",0.47442284095655,"SexbyAge"
"E02000511",0.436862276743088,"SexbyAge"
"E02000512",0.456197842321382,"SexbyAge"
"E02000513",0.410458685100614,"SexbyAge"
"E02000514",0.401686818005297,"SexbyAge"
"E02000515",0.333878770871264,"SexbyAge"
"E02000516",0.459538106257674,"SexbyAge"
"E02000517",0.408139903641407,"SexbyAge"
"E02000518",0.431900512494971,"SexbyAge"
"E02000519",0.437957940700832,"SexbyAge"
"E02000520",0.325715000968524,"SexbyAge"
"E02000521",0.332782267561373,"SexbyAge"
"E02000522",0.437495794721792,"SexbyAge"
"E02000523",0.375594503824595,"SexbyAge"
"E02000524",0.505034832895267,"SexbyAge"
"E02000525",0.415489289079004,"SexbyAge"
"E02000526",0.47966133949817,"SexbyAge"
"E02000529",0.429805389357718,"SexbyAge"
"E02000530",0.467197807565897,"SexbyAge"
"E02000531",0.387914539626852,"SexbyAge"
"E02000532",0.480290075955955,"SexbyAge"
"E02000533",0.494308238690142,"SexbyAge"
"E02000534",0.475212164801721,"SexbyAge"
"E02000535",0.437337990390087,"SexbyAge"
"E02000536",0.408048733820226,"SexbyAge"
"E02000537",0.425447446434342,"SexbyAge"
"E02000538",0.415279834626182,"SexbyAge"
"E02000539",0.368302563680879,"SexbyAge"
"E02000540",0.366299898176609,"SexbyAge"
"E02000541",0.408743310585285,"SexbyAge"
"E02000542",0.362176689723292,"SexbyAge"
"E02000543",0.317760518512501,"SexbyAge"
"E02000544",0.488715090506737,"SexbyAge"
"E02000545",0.455160642140084,"SexbyAge"
"E02000546",0.418761077322748,"SexbyAge"
"E02000547",0.407136874095517,"SexbyAge"
"E02000548",0.408813990728118,"SexbyAge"
"E02000549",0.377457653912394,"SexbyAge"
"E02000550",0.392175336016743,"SexbyAge"
"E02000551",0.432637625624734,"SexbyAge"
"E02000552",0.454290369868839,"SexbyAge"
"E02000553",0.528655823285161,"SexbyAge"
"E02000554",0.422599433250905,"SexbyAge"
"E02000555",0.418337226080201,"SexbyAge"
"E02000556",0.346655218904196,"SexbyAge"
"E02000557",0.437512114647326,"SexbyAge"
"E02000558",0.411195294824487,"SexbyAge"
"E02000559",0.391597871972548,"SexbyAge"
"E02000560",0.430029197419127,"SexbyAge"
"E02000561",0.498087312388099,"SexbyAge"
"E02000562",0.458419220942151,"SexbyAge"
"E02000563",0.429046375370221,"SexbyAge"
"E02000564",0.303881033033009,"SexbyAge"
"E02000565",0.426907029052571,"SexbyAge"
"E02000566",0.432581461178242,"SexbyAge"
"E02000567",0.375062076760331,"SexbyAge"
"E02000568",0.373784243307984,"SexbyAge"
"E02000569",0.40748106230329,"SexbyAge"
"E02000570",0.43746992351159,"SexbyAge"
"E02000571",0.416832740386912,"SexbyAge"
"E02000572",0.420349861460802,"SexbyAge"
"E02000573",0.357588172587791,"SexbyAge"
"E02000574",0.470519366746977,"SexbyAge"
"E02000575",0.363302824952399,"SexbyAge"
"E02000576",0.373864531386277,"SexbyAge"
"E02000577",0.489612967512453,"SexbyAge"
"E02000578",0.567850654694499,"SexbyAge"
"E02000579",0.465286357014477,"SexbyAge"
"E02000580",0.489737527061239,"SexbyAge"
"E02000581",0.508288872419905,"SexbyAge"
"E02000582",0.543399399649929,"SexbyAge"
"E02000583",0.562244975459033,"SexbyAge"
"E02000584",0.53554302682065,"SexbyAge"
"E02000585",0.493294862836238,"SexbyAge"
"E02000586",0.539963998309165,"SexbyAge"
"E02000587",0.557885701579666,"SexbyAge"
"E02000588",0.564731328806394,"SexbyAge"
"E02000589",0.478703678805032,"SexbyAge"
"E02000590",0.570186357296414,"SexbyAge"
"E02000591",0.52943085444534,"SexbyAge"
"E02000592",0.55962683998258,"SexbyAge"
"E02000593",0.47163868803914,"SexbyAge"
"E02000594",0.584974986257817,"SexbyAge"
"E02000595",0.581041427431617,"SexbyAge"
"E02000596",0.520213547765057,"SexbyAge"
"E02000597",0.563738246784519,"SexbyAge"
"E02000598",0.508710277724909,"SexbyAge"
"E02000599",0.566596971163581,"SexbyAge"
"E02000600",0.479749663064605,"SexbyAge"
"E02000601",0.380161156514365,"SexbyAge"
"E02000602",0.421024388176997,"SexbyAge"
"E02000603",0.47779925422383,"SexbyAge"
"E02000604",0.465177944675318,"SexbyAge"
"E02000605",0.495579063099563,"SexbyAge"
"E02000606",0.389965952435478,"SexbyAge"
"E02000607",0.546984409223127,"SexbyAge"
"E02000608",0.492465985868198,"SexbyAge"
"E02000609",0.524787806255235,"SexbyAge"
"E02000610",0.471629560403343,"SexbyAge"
"E02000611",0.535166118011793,"SexbyAge"
"E02000612",0.516304345492859,"SexbyAge"
"E02000613",0.494937864462175,"SexbyAge"
"E02000614",0.455830049247477,"SexbyAge"
"E02000615",0.513554851862364,"SexbyAge"
"E02000616",0.579301110825673,"SexbyAge"
"E02000617",0.480169484769065,"SexbyAge"
"E02000619",0.439116163748494,"SexbyAge"
"E02000620",0.397189613149793,"SexbyAge"
"E02000621",0.293841315085107,"SexbyAge"
"E02000622",0.412480139051347,"SexbyAge"
"E02000623",0.466581979202101,"SexbyAge"
"E02000624",0.369622667898006,"SexbyAge"
"E02000625",0.387853013432624,"SexbyAge"
"E02000626",0.456198559917521,"SexbyAge"
"E02000627",0.376556013654498,"SexbyAge"
"E02000628",0.356335089949596,"SexbyAge"
"E02000629",0.350923980859436,"SexbyAge"
"E02000630",0.434648993466315,"SexbyAge"
"E02000631",0.405461422007319,"SexbyAge"
"E02000632",0.2816581062133,"SexbyAge"
"E02000633",0.391557962228795,"SexbyAge"
"E02000634",0.461155016147424,"SexbyAge"
"E02000635",0.374618609630248,"SexbyAge"
"E02000636",0.429258938529731,"SexbyAge"
"E02000637",0.384816259764112,"SexbyAge"
"E02000638",0.380491686471922,"SexbyAge"
