"Zone ID","verygood","good","fair","bad","verybad"
"E02001578",5603,3773,1492,570,140
"E02001579",4155,3305,1566,614,196
"E02001580",3570,2882,1406,495,126
"E02001581",2751,2129,927,326,90
"E02001582",3266,2680,1131,450,132
"E02001583",2344,1969,870,325,60
"E02001584",3077,2358,868,271,76
"E02001585",2551,2057,1050,417,117
"E02001586",2867,2700,1402,566,192
"E02001587",2218,1929,996,457,160
"E02001588",2941,2478,1130,472,140
"E02001589",3886,2619,1019,342,113
"E02001590",3058,2400,1269,532,204
"E02001591",3518,2806,1198,509,161
"E02001592",3713,3018,1280,419,121
"E02001593",3005,2459,1108,423,125
"E02001594",3350,2287,1011,419,127
"E02001595",3689,2895,1158,351,107
"E02001596",3536,2856,1264,456,124
"E02001597",3860,3259,1503,667,181
"E02001598",4184,3318,1410,516,146
"E02001600",5180,3837,1390,453,141
"E02001602",3926,3244,1350,405,123
"E02001603",3311,2514,1124,402,114
"E02001604",6014,3773,1310,484,115
"E02001605",3473,2516,978,353,105
"E02001606",3500,2753,1154,418,114
"E02001607",3904,3087,1296,468,156
"E02001608",3406,2377,923,270,84
"E02001609",3868,2978,1184,341,102
"E02001610",4048,2918,1182,356,113
"E02001611",3281,2683,1072,422,121
"E02001612",2565,2029,714,222,64
"E02001613",4446,3537,1500,546,164
"E02001614",4827,3943,1574,417,133
"E02001615",3151,2548,1021,284,90
"E02001616",3010,2473,1199,427,164
"E02001617",2584,2020,888,276,99
"E02001618",5057,3133,1080,340,83
"E02001619",4233,3367,1656,695,181
"E02001620",2961,2285,1095,490,153
"E02001621",2576,2001,952,383,116
"E02001622",3739,3014,1486,532,137
"E02001623",3206,2732,1399,539,195
"E02001624",3895,3370,1397,445,165
"E02001625",3115,2714,1289,530,153
"E02001626",2732,2010,781,222,75
"E02001627",2615,2215,862,248,70
"E02001628",2971,2110,906,384,133
"E02001629",2796,2104,1019,384,139
"E02001630",4205,3107,1106,428,157
"E02001631",3423,2690,1013,343,88
"E02001632",6330,3677,1413,605,235
"E02001633",3739,2519,950,298,90
"E02001634",4382,3090,1091,351,107
"E02001635",2577,2141,909,338,78
"E02001636",3862,2632,1330,590,176
"E02001637",4098,2719,1089,514,151
"E02001638",3190,1824,480,117,36
"E02001639",2998,2022,662,180,54
"E02001640",4606,2636,682,173,47
"E02001642",4635,3599,1397,475,143
"E02001643",3340,1927,709,201,41
"E02001646",3500,2042,580,142,34
"E02001647",2722,2165,921,331,83
"E02001648",3153,1699,538,131,25
"E02001649",4774,3550,1671,774,205
"E02001650",4066,2463,855,267,89
"E02001651",4509,2561,768,194,49
"E02001652",4446,3239,1080,305,73
"E02001653",3182,2383,1064,428,115
"E02001654",2755,2112,901,336,102
"E02001655",3134,2724,1212,429,124
"E02001656",4328,2471,693,193,38
"E02001657",5342,2732,798,199,43
"E02001658",2001,1823,881,424,129
"E02001659",2209,1927,1044,466,122
"E02001660",5074,3199,1050,336,79
"E02001661",3132,2591,1266,453,129
"E02001662",2948,2611,1151,437,134
"E02001663",3529,2560,912,211,67
"E02001664",2639,2292,981,306,62
"E02001665",5549,3022,941,239,54
"E02001666",2524,2059,893,321,114
"E02001669",3783,2633,927,292,55
"E02001670",2329,2121,1043,392,101
"E02001671",2268,2012,911,338,77
"E02001672",2547,2123,907,270,76
"E02001673",2554,1777,630,151,34
"E02001674",4303,3098,1146,363,95
"E02001675",3168,2987,1523,560,153
"E02001676",2934,1925,693,215,59
"E02001678",5748,3155,1136,284,82
"E02001679",2761,2016,1059,385,99
"E02001680",2307,2119,1229,436,153
"E02001681",3893,2505,889,218,55
"E02001682",3960,2860,1219,338,108
"E02001683",4089,3399,1242,408,101
"E02001684",2872,2102,1085,430,132
"E02001685",3404,2630,1345,484,162
"E02001686",2804,2426,996,310,82
"E02001688",3260,2577,1090,486,158
"E02001689",3549,2134,1056,428,118
"E02001690",3060,2390,1047,312,82
"E02001691",4181,2675,1057,390,133
"E02001692",2613,2074,1071,419,132
"E02001693",1861,1755,1004,460,153
"E02001694",2652,2139,994,349,86
"E02001695",2581,1959,830,306,99
"E02001696",3614,3117,1507,617,200
"E02001697",3622,2393,922,318,79
"E02001698",3185,2411,1005,257,69
"E02001699",2610,2250,1082,450,153
"E02001700",4647,3583,1426,454,137
"E02001701",3020,2046,746,205,59
"E02001702",3137,2551,1357,568,207
"E02001703",2424,1971,811,287,75
"E02001704",2694,2264,1168,488,151
"E02001706",3618,2595,1081,441,135
"E02001707",3342,2858,1260,507,129
"E02001709",5602,3180,1124,268,80
"E02001710",4217,3290,1586,673,208
"E02001711",4312,3186,1404,629,206
"E02001712",5080,2684,924,282,73
"E02001713",5476,2970,1120,280,89
"E02001714",5182,3096,1004,264,85
"E02001715",5471,3757,1574,689,231
"E02001718",2918,1990,1061,466,152
"E02001719",4097,2941,1119,316,100
"E02001720",5899,2744,633,134,37
"E02001721",4510,3677,1674,621,179
"E02001722",4109,3085,1491,598,166
"E02001723",3410,2239,927,450,94
"E02001724",5281,2519,664,146,53
"E02001725",4278,3138,1129,431,124
"E02001726",5378,3868,1665,665,190
"E02001727",3598,3117,1392,481,151
"E02001728",3899,3350,1499,528,135
"E02001729",5903,3579,1231,425,161
"E02001732",2479,1873,825,335,130
"E02001734",3684,2567,1159,469,149
"E02001735",2650,2057,1130,536,175
"E02001737",2449,1895,1051,545,172
"E02001738",3153,2039,749,175,48
"E02001739",2993,2536,1171,395,113
"E02001740",3366,1805,530,126,46
"E02001741",3452,2691,1178,322,78
"E02001742",2890,1888,736,167,42
"E02001743",3789,2430,855,220,70
"E02001744",4148,2640,962,305,82
"E02001745",3021,2303,989,300,80
"E02001746",3881,2748,1125,345,69
"E02001747",3000,2051,824,283,65
"E02001748",4434,2636,1136,339,115
"E02001749",2907,2138,855,335,86
"E02001750",3350,2188,861,252,70
"E02001751",3111,2101,974,336,95
"E02001752",2772,2099,1016,419,98
"E02001753",3056,1904,839,280,73
"E02001754",2844,1942,686,199,60
"E02001755",4998,3195,1110,387,94
"E02001756",4049,2983,1488,591,155
"E02001757",2440,2135,896,289,79
"E02001758",2582,1875,837,239,71
"E02001759",2529,2152,986,302,104
"E02001760",3344,2462,1270,475,155
"E02001761",2294,1891,880,309,90
"E02001762",3225,2394,825,248,60
"E02001763",2494,2142,1133,472,137
"E02001764",2935,2518,1311,564,147
"E02001765",3239,2553,1172,445,139
"E02001766",3110,2538,1025,370,111
"E02001767",2723,2338,1150,458,115
"E02001768",3567,2687,1176,399,110
"E02001769",2911,2363,1310,589,190
"E02001770",2682,1883,852,276,87
"E02001771",2588,2156,901,358,117
"E02001772",2116,1730,775,292,84
"E02001773",2444,1818,720,217,45
"E02001774",2052,1716,915,347,100
"E02001775",2372,1760,837,350,98
"E02001776",3897,3022,1378,533,141
"E02001777",3119,2255,888,247,96
"E02001778",2268,1803,937,391,115
"E02001779",2085,1767,886,404,124
"E02001780",2679,1983,914,344,124
"E02001781",2249,1740,902,375,125
"E02001782",4614,3313,1497,562,147
"E02001783",3276,2214,1093,478,139
"E02001784",2734,2185,1063,442,121
"E02001785",3362,2486,1185,420,138
"E02001786",2758,2175,1077,442,153
"E02001787",2232,1867,840,300,82
"E02001788",2605,1852,840,347,92
"E02001789",3067,1862,672,150,43
"E02001790",2874,1946,783,218,75
"E02001791",2649,1873,702,207,50
"E02001792",3072,2299,954,275,68
"E02001793",3350,2629,1402,669,218
"E02001794",3599,2661,1477,707,221
"E02001795",2693,2376,1330,633,180
"E02001796",3481,2830,1408,515,165
"E02001797",2700,2065,752,238,76
"E02001798",3419,2669,1302,544,167
"E02001799",3642,3132,1664,664,200
"E02001800",2639,2421,1129,404,100
"E02001801",2403,1786,746,321,101
"E02001802",3282,2172,1155,571,169
"E02001803",3301,2322,1115,491,150
"E02001804",2580,1960,1030,427,102
"E02001805",2299,1880,861,277,90
"E02001806",2857,2407,1418,651,215
"E02001807",4067,2805,1126,434,130
"E02001808",2710,1817,781,210,73
"E02001809",2694,2347,1028,319,97
"E02001810",3473,2949,1244,436,120
"E02001811",3654,2815,1423,636,170
"E02001812",4854,3221,1280,356,121
"E02001813",3941,3142,1643,705,210
"E02001814",2629,2028,939,336,125
"E02001815",4380,3421,1371,427,148
"E02001816",2628,2160,1245,561,166
"E02001817",2862,2081,1139,424,136
"E02001818",4336,3005,1392,488,198
"E02001819",3109,2377,1043,292,62
"E02001820",4499,3206,1315,481,152
"E02001821",2524,1840,834,299,107
"E02001822",3395,2581,1076,351,104
"E02001823",3588,2633,1186,460,137
"E02001824",3521,2910,1415,509,143
"E02001825",2940,2540,1288,530,145
"E02001826",3278,2246,1234,468,145
"E02001827",3244,2111,765,212,76
"E02001828",3574,2355,836,261,78
"E02001829",5137,2879,879,198,67
"E02001830",5383,2947,961,233,65
"E02001831",5131,3443,1370,556,150
"E02001832",4049,2629,923,241,79
"E02001833",2921,2034,734,189,58
"E02001834",2779,2039,857,331,104
"E02001835",4424,2607,878,234,76
"E02001836",4503,3032,1072,341,78
"E02001837",4803,3289,1624,681,245
"E02001838",3851,2537,855,204,51
"E02001839",2846,2213,942,296,113
"E02001840",4184,2967,1462,675,226
"E02001841",3072,1894,670,154,61
"E02001842",3686,2938,1076,263,104
"E02001843",2964,2355,971,267,73
"E02001844",4429,3104,1282,423,124
"E02001845",3186,2376,807,223,67
"E02001846",3684,2616,1191,487,139
"E02001847",2658,1876,784,212,56
"E02001848",3431,2338,971,325,117
"E02001849",4398,2789,1076,376,138
"E02001850",4019,3145,999,321,102
"E02001851",4156,2941,1225,498,181
"E02001852",3067,2441,1048,350,94
"E02001855",4052,3157,1621,776,206
"E02001856",4563,3278,1246,384,116
"E02001857",6020,4517,1965,731,207
"E02001858",3796,2960,1146,327,100
"E02001859",4973,3460,1289,427,146
"E02001860",3867,2947,1145,393,115
"E02001861",5217,3778,1500,510,155
"E02001862",4524,3374,1294,452,145
"E02001863",3970,2672,1087,419,167
"E02001865",5418,3791,1502,516,169
"E02001866",4235,3112,1338,532,143
"E02001867",4368,2643,1116,392,120
"E02001868",4860,3292,1205,343,116
"E02001869",3695,2058,818,328,107
"E02001870",6307,4402,1461,521,189
"E02001871",3397,2864,1321,526,177
"E02001872",3293,2396,1080,449,158
"E02001873",5468,3630,1468,486,176
"E02001874",4861,3265,1188,474,144
"E02001875",4603,2803,1073,352,106
"E02001876",4953,2556,916,307,91
"E02001877",5954,4085,1471,595,191
"E02001878",4632,3011,1204,460,152
"E02001879",4378,3144,1284,457,132
"E02001880",4654,3254,1381,535,205
"E02001881",5109,3373,1306,489,178
"E02001882",3997,2909,1338,438,153
"E02001883",3580,2875,1336,558,168
"E02001884",5125,3337,1189,353,148
"E02001886",4824,3151,1189,371,79
"E02001888",3249,2304,1017,410,130
"E02001889",4335,2861,1143,362,137
"E02001890",4804,3151,959,340,96
"E02001892",5594,3749,1530,510,181
"E02001893",4059,2899,1228,424,140
"E02001895",3824,2941,1325,566,183
"E02001896",4673,3509,1332,478,168
"E02001897",3963,2615,1156,499,195
"E02001898",2995,2377,893,233,58
"E02001899",4355,2826,952,272,76
"E02001900",3165,2029,812,339,92
"E02001901",4705,2357,733,196,63
"E02001902",2924,2185,827,245,67
"E02001903",3678,2685,1148,395,161
"E02001904",3543,2619,1005,315,136
"E02001905",3396,2035,552,156,46
"E02001906",4528,3326,1233,370,106
"E02001907",4674,3754,1432,398,122
"E02001908",4048,3061,1216,442,173
"E02001909",3852,2747,1051,458,145
"E02001910",3287,2309,1067,435,131
"E02001911",4139,2703,1244,459,186
"E02001913",3594,2275,890,308,84
"E02001914",3474,2200,795,336,76
"E02001915",5328,4080,1626,583,179
"E02001916",4610,3430,1210,396,140
"E02001918",3980,2722,1094,401,137
"E02001919",3138,2398,902,260,103
"E02001920",3327,2504,1189,454,171
"E02001921",3625,2574,1035,370,131
"E02001922",7914,4297,1003,253,57
"E02001923",5104,3773,1498,495,155
"E02001924",3208,2485,950,336,89
"E02001925",3254,2230,821,239,71
"E02001926",3707,2524,881,270,95
"E02001927",3269,2662,1093,396,129
"E02001928",2929,2247,1069,384,125
"E02001929",4737,3491,1472,563,183
"E02001930",3930,2474,940,283,76
"E02001931",4014,2939,1221,321,96
"E02001932",3257,2357,1145,414,142
"E02001933",3492,2658,1041,339,119
"E02001934",3445,2470,901,219,78
"E02001935",3674,2813,1058,389,110
"E02001936",3153,2106,791,217,75
"E02001937",3722,2812,1239,430,134
"E02001938",3875,2541,944,320,86
"E02001939",2613,2095,964,403,136
"E02001941",2781,2239,944,375,112
"E02001942",3184,2270,854,298,88
"E02001943",2964,2197,882,316,79
"E02001944",3916,2574,1050,348,108
"E02001945",3441,2721,1179,402,143
"E02001946",3505,2604,1006,290,95
"E02001947",2569,1994,1055,417,153
"E02001948",3282,2508,1070,298,112
"E02001949",2881,2056,800,265,87
"E02001950",3876,3024,1192,354,95
"E02001951",4069,2965,1510,651,199
"E02001952",3854,2964,1486,622,191
"E02001953",3220,2410,964,296,83
"E02001954",3209,2399,1226,557,172
"E02001955",3687,2729,1091,379,118
"E02001956",3202,2274,953,260,90
"E02001957",3606,2777,1044,296,92
"E02001958",3675,2772,1081,400,125
"E02001959",3298,2354,924,261,65
"E02001961",3464,2715,1133,484,168
"E02001962",3546,2433,836,278,77
"E02001963",2691,2223,839,297,90
"E02001964",5336,3477,1418,565,183
"E02001965",3776,2744,1068,350,118
"E02001966",3725,2211,893,383,117
"E02001967",3502,2240,791,221,69
"E02001968",3941,2665,958,291,104
"E02001969",3073,2111,993,352,135
"E02001970",2560,1968,873,261,69
"E02001971",3084,2164,735,244,63
"E02001972",5965,3634,1374,518,152
"E02001973",3956,2845,1154,429,151
"E02001974",4705,3230,1103,297,95
"E02001975",3692,2665,923,275,79
"E02001976",3536,2458,978,344,91
"E02001977",4600,3371,1216,462,158
"E02001978",3300,2391,776,231,92
"E02001979",2653,1958,713,192,47
"E02001980",2693,2095,779,150,53
"E02001981",6319,3626,1286,496,153
"E02001982",4184,2867,913,274,79
"E02001983",3578,2611,941,307,92
"E02001984",5134,3555,1257,333,94
"E02001985",4460,2683,789,238,62
"E02001986",3342,2749,1171,478,142
"E02001987",2781,2091,751,221,66
"E02001988",3120,2103,825,286,83
"E02001989",3083,2128,749,194,65
"E02001990",4361,3197,1138,310,83
"E02001991",4217,2862,925,248,63
"E02001992",5014,3575,1432,554,180
"E02001993",4150,2958,1030,356,101
"E02001994",3855,2672,1030,316,81
"E02001995",4746,3128,1021,326,106
"E02001996",3487,2408,1136,475,161
"E02001997",4166,2960,1018,294,72
"E02001998",2973,2126,683,190,64
"E02001999",3068,1960,648,175,52
"E02002000",3647,3000,1288,461,120
"E02002001",2616,2174,890,313,70
"E02002002",2939,2490,1060,294,62
"E02002003",3706,3254,1357,490,141
"E02002004",3200,2615,1191,389,154
"E02002005",4593,3213,1344,531,155
"E02002006",2830,2238,927,368,116
"E02002007",3640,3364,1468,437,112
"E02002008",3927,2907,907,239,74
"E02002009",3226,2386,976,389,140
"E02002010",3653,2802,1259,407,131
"E02002011",2691,2109,803,202,54
"E02002012",3354,2734,1475,548,164
"E02002013",2895,2312,911,274,73
"E02002014",3710,2929,1144,359,122
"E02002015",3123,2572,1008,261,70
"E02002016",3218,2769,1342,518,135
"E02002017",3349,2790,1276,451,135
"E02002018",3916,3297,1226,332,103
"E02002019",3277,2795,1175,426,125
"E02002020",4093,3505,1349,367,87
"E02002021",3091,2705,1274,450,110
"E02002022",3889,3165,1234,435,108
"E02002023",2343,1959,767,234,54
"E02002024",3787,3074,1339,391,118
"E02002025",4003,3211,1161,383,114
"E02002026",2982,2492,984,254,71
"E02002027",2668,1912,592,167,35
"E02002028",2452,2093,845,232,72
"E02002029",2863,2137,871,239,72
"E02002030",2947,2379,992,371,92
"E02002031",2647,2343,911,265,77
"E02002032",4414,3504,1547,579,142
"E02002033",3536,2812,1070,302,84
"E02002034",3839,2733,1087,395,94
"E02002035",2959,2086,761,204,53
"E02002036",2684,2420,1070,379,115
"E02002037",2645,2085,835,274,84
"E02002038",4118,3394,1449,494,119
"E02002039",2798,2067,795,211,40
"E02002040",2916,2006,738,197,50
"E02002041",2708,2356,865,230,71
"E02002042",3796,2841,1018,267,72
"E02002043",3876,2770,1341,477,139
"E02002044",3773,2791,1051,351,86
"E02002045",3356,2709,1196,429,122
"E02002046",2481,1814,904,387,129
"E02002047",3158,2420,1213,472,126
"E02002048",3132,2449,903,277,66
"E02002049",2826,2185,888,327,83
"E02002051",2722,2065,887,351,115
"E02002052",4963,3847,1577,606,208
"E02002053",2835,2287,845,277,72
"E02002054",2484,2199,838,231,57
"E02002055",4981,3741,1641,600,157
"E02002056",4337,3216,1514,608,152
"E02002057",4560,3623,1637,649,178
"E02002058",6272,4569,1776,607,191
"E02002059",5030,4130,1680,650,194
"E02002060",3283,2496,989,422,129
"E02002061",3127,2320,1020,382,143
"E02002062",4011,2924,1264,491,145
"E02002063",4955,3487,1297,428,120
"E02002064",5786,4306,1665,524,145
"E02002065",6805,4695,1798,588,182
"E02002066",3800,2729,1196,380,124
"E02002067",2791,2296,868,256,77
"E02002069",3098,2434,1154,409,151
"E02002070",4827,3334,1370,501,160
"E02002071",2768,2314,1123,390,121
"E02002072",3996,3095,1236,419,114
"E02002073",3682,2811,1254,435,169
"E02002074",3433,2928,1206,458,130
"E02002075",3625,3022,1369,499,138
"E02002076",5265,3647,1256,395,91
"E02002077",4636,3695,1646,678,174
"E02002078",3052,2340,826,281,67
"E02002079",3799,3018,1243,452,142
"E02002080",3188,2519,1091,396,126
"E02002081",2395,1883,839,233,63
"E02002082",2387,2088,906,337,122
"E02002083",2861,2126,792,187,60
"E02002084",2953,2241,1031,387,113
"E02002085",2964,2304,945,345,101
"E02002086",2602,1853,907,386,114
"E02002087",2667,2040,1049,418,122
"E02002088",3933,3196,1572,632,182
"E02002089",3687,2783,1020,317,93
"E02002090",2865,2134,687,212,64
"E02002091",3606,2702,976,290,79
"E02002092",3334,2496,925,340,128
"E02002093",3074,2222,896,300,91
"E02002094",3038,1997,693,154,30
"E02002095",4357,2903,971,283,75
"E02002096",5326,3275,1226,324,103
"E02002097",3879,2253,856,249,72
"E02002098",4920,3136,1240,343,84
"E02002099",3727,2254,668,154,39
"E02002101",2886,2227,868,239,66
"E02002102",4369,2940,988,273,93
"E02002103",2756,2148,818,234,69
"E02002104",3178,1997,499,106,24
"E02002105",4454,2654,833,224,50
"E02002106",5234,3073,972,245,79
"E02002107",2813,1854,570,126,37
"E02002108",5690,2949,872,258,62
"E02002109",7015,3817,992,237,65
"E02002110",3190,2407,968,316,96
"E02002111",2542,2232,1089,388,126
"E02002112",2247,1909,772,261,72
"E02002113",2771,2216,951,313,98
"E02002114",2533,2159,925,326,100
"E02002115",2772,2327,1158,419,123
"E02002116",2915,2436,1020,269,79
"E02002117",2592,2240,1005,311,79
"E02002118",3003,2584,1197,488,146
"E02002119",2504,2205,874,308,92
"E02002120",2822,2141,826,255,66
"E02002121",2796,2148,1034,423,112
"E02002122",3515,2319,850,345,113
"E02002123",2997,2167,963,329,112
"E02002124",2783,2438,1088,385,111
"E02002125",2656,2295,1016,318,114
"E02002126",2733,2194,1115,475,161
"E02002127",4533,3236,1249,522,148
"E02002128",2197,2083,896,296,100
"E02002129",2523,2182,966,263,93
"E02002130",2961,2310,1048,394,139
"E02002131",3643,2730,1045,279,81
"E02002132",2737,2210,960,362,133
"E02002133",2943,2392,1032,363,125
"E02002134",4123,3098,1337,454,137
"E02002135",3659,2562,1165,429,141
"E02002136",3558,2781,1168,386,104
"E02002137",3039,2072,765,167,46
"E02002138",2925,2282,825,253,71
"E02002139",4729,3507,1485,551,175
"E02002140",4011,2699,1192,394,157
"E02002141",3250,2216,747,183,61
"E02002142",3308,2600,1051,402,124
"E02002143",4856,3338,1377,506,168
"E02002144",3275,2441,838,223,59
"E02002145",3837,2910,1158,460,125
"E02002146",2877,2209,914,285,101
"E02002147",4138,3037,1273,469,159
"E02002148",5448,3934,1509,429,111
"E02002149",4243,3595,1483,582,151
"E02002150",2602,2016,767,270,78
"E02002151",2332,1972,843,294,115
"E02002152",2720,2033,938,364,107
"E02002153",2963,2679,1251,436,153
"E02002154",3649,2418,917,308,95
"E02002155",3052,2046,933,347,108
"E02002156",3620,2944,1199,422,107
"E02002157",3734,2743,985,261,75
"E02002158",2940,2683,1279,440,124
"E02002159",2877,2132,818,277,72
"E02002160",3463,2560,1105,294,89
"E02002161",3591,2304,847,282,99
"E02002162",3405,2664,1101,308,111
"E02002163",5653,3801,1589,614,161
"E02002164",2870,2116,782,291,64
"E02002165",3536,2660,1080,362,96
"E02002166",3918,3143,1526,590,188
"E02002167",3027,2312,961,264,78
"E02002168",4879,3632,1467,516,145
"E02002169",4002,3113,1156,310,95
"E02002170",2740,2197,937,339,103
"E02002171",3203,2703,1230,443,146
"E02002174",3440,2659,1040,324,76
"E02002175",3337,2626,1169,462,132
"E02002176",3539,2748,1117,351,86
"E02002177",5531,3814,1421,512,147
"E02002178",3614,2874,1038,313,90
"E02002179",2972,2400,855,209,74
"E02002180",2709,2275,1050,335,91
"E02002181",3740,2886,1236,452,122
"E02002182",2621,2377,1032,335,93
"E02002183",2824,1896,699,173,45
"E02002184",6968,4022,1487,381,99
"E02002185",3117,1886,630,153,38
"E02002187",3452,1993,578,130,34
"E02002188",3822,2780,904,200,63
"E02002189",3177,2491,955,306,86
"E02002190",5215,4196,1719,580,153
"E02002191",4195,3392,1408,513,119
"E02002192",4638,3079,1007,255,67
"E02002193",2665,2176,1108,393,133
"E02002194",3283,2645,1138,311,97
"E02002195",3130,2235,715,188,48
"E02002196",3191,2216,744,199,57
"E02002197",4059,2873,1196,381,96
"E02002198",3911,2961,1056,332,111
"E02002199",3571,2559,801,230,66
"E02002200",4488,3034,1035,288,86
"E02002201",5779,4198,1532,471,131
"E02002202",3380,2557,1050,345,118
"E02002203",3289,2767,1144,395,129
"E02002204",5476,3959,1440,409,114
"E02002205",4669,3387,1216,333,99
"E02002206",3979,3114,1248,388,113
"E02002207",3363,2655,994,341,91
"E02002208",3396,2946,1250,415,128
"E02002209",3205,2442,891,364,97
"E02002210",3406,2817,1043,299,87
"E02002211",3423,2683,931,291,113
"E02002212",4618,3269,1070,398,121
"E02002213",3635,2705,964,282,89
"E02002214",3015,2455,812,248,68
"E02002215",4768,3852,1408,552,208
"E02002216",4301,3540,1342,496,202
"E02002217",4782,3509,1372,482,160
"E02002218",4644,3567,1379,514,179
"E02002219",3834,2857,995,402,123
"E02002220",4476,3390,1208,464,136
"E02002222",4017,3291,1243,429,140
"E02002223",3561,2648,1073,442,122
"E02002224",4859,3682,1431,572,178
"E02002225",3767,2930,1225,385,95
"E02002226",6143,4299,1450,672,172
"E02002227",2789,2026,891,408,97
"E02002228",3318,2467,1102,426,139
"E02002229",3424,2632,1122,384,99
"E02002230",4022,2819,1088,490,139
"E02002231",6040,4663,1764,608,184
"E02002232",3282,2496,963,391,139
"E02002233",4562,3301,1270,474,157
"E02002234",3152,2490,1246,557,154
"E02002235",3250,2375,919,386,142
"E02002236",3049,2236,919,311,76
"E02002237",3999,3025,1259,364,112
"E02002238",2788,2217,977,372,98
"E02002239",5104,3676,1347,486,146
"E02002240",5491,4087,1382,429,154
"E02002241",5472,4120,1732,657,144
"E02002242",3361,2822,1251,317,104
"E02002243",4306,3227,1460,472,151
"E02002244",2757,2141,838,230,85
"E02002245",2280,1841,831,331,115
"E02002246",4736,3309,1119,301,82
"E02002247",4455,2872,1123,357,109
"E02002248",3399,2618,1158,466,132
"E02002249",2434,1864,831,320,83
"E02002250",3864,2791,1131,335,96
"E02002251",3259,2682,1258,457,134
"E02002252",3238,2288,875,280,69
"E02002253",3845,3088,1097,369,117
"E02002254",3163,2092,691,158,52
"E02002255",3278,2674,1082,466,178
"E02002256",4217,3138,1307,500,134
"E02002257",2937,2355,843,312,97
"E02002258",4263,3057,1104,359,98
"E02002259",3256,2517,961,257,67
"E02002260",3989,3257,1316,389,106
"E02002261",3696,2652,1151,328,103
"E02002262",3416,2650,1084,376,87
"E02002263",3060,2225,831,279,81
"E02002264",3547,2394,810,195,58
"E02002265",2586,1893,735,272,66
"E02002266",2704,1979,726,191,57
"E02002267",3602,2743,1109,349,114
"E02002268",4684,3473,1456,481,151
"E02002269",4756,3096,1056,289,99
"E02002270",4789,2615,797,204,55
"E02002271",3846,2469,876,234,62
"E02002272",4341,3339,1418,412,119
"E02002273",3170,2254,836,229,53
"E02002274",3239,2431,863,218,75
"E02002275",3677,3107,1218,379,120
"E02002276",3548,2795,1035,328,71
"E02002277",3320,2362,807,268,95
"E02002278",3051,2326,920,302,78
"E02002279",2766,2119,903,353,90
"E02002280",3126,2162,1022,389,137
"E02002281",5043,4043,1779,549,179
"E02002282",3441,2575,967,361,92
"E02002283",3413,2355,914,393,92
"E02002284",2886,2206,844,261,54
"E02002285",3797,2756,992,273,65
"E02002286",2756,2285,832,326,90
"E02002287",3289,2435,989,346,105
"E02002288",4506,3426,1442,508,133
"E02002289",3323,2372,901,326,85
"E02002290",2947,2233,851,209,54
"E02002291",3032,2295,845,232,79
"E02002292",2622,1953,705,222,74
"E02002293",4048,3100,1087,475,129
"E02002294",5215,3763,1309,474,150
"E02002295",3348,2424,1042,348,118
"E02002296",3188,2357,955,295,78
"E02002297",3374,2367,903,271,81
"E02002298",2934,2275,952,351,93
"E02002299",2962,2406,986,349,112
"E02002300",4301,2916,991,281,68
"E02002301",3799,2888,1074,385,101
"E02002302",3162,2012,711,179,57
"E02002303",3016,2312,836,251,88
"E02002304",3017,2215,833,233,75
"E02002305",2648,2158,932,348,98
"E02002306",3034,2108,780,212,66
"E02002307",2529,2133,871,271,93
"E02002308",3105,2428,907,247,63
"E02002309",2955,2310,971,339,110
"E02002310",2457,2033,829,278,86
"E02002311",3040,2146,863,282,96
"E02002312",3023,2274,867,319,86
"E02002313",3347,2667,1102,452,151
"E02002314",2667,1984,829,256,82
"E02002315",2897,2403,956,334,96
"E02002316",3114,2391,860,243,64
"E02002317",3236,2624,1085,408,129
"E02002318",2525,2173,918,342,98
"E02002319",3455,2325,811,267,68
"E02002320",2650,2092,891,286,81
"E02002321",3228,2032,654,161,40
"E02002322",3021,2108,927,265,60
"E02002323",4082,2762,1015,271,81
"E02002324",3198,2182,803,290,63
"E02002325",4349,3082,1130,284,101
"E02002326",3251,1990,580,143,51
"E02002327",5007,3376,1116,322,97
"E02002328",3597,2293,826,169,57
"E02002329",6313,4190,1297,319,80
"E02002330",3694,2334,748,163,48
"E02002331",3027,2128,869,278,93
"E02002332",3133,2239,847,244,66
"E02002333",3683,2724,1002,264,84
"E02002334",4122,2371,813,220,69
"E02002335",4248,2369,714,145,49
"E02002336",4004,2120,647,177,36
"E02002337",4339,2448,712,155,35
"E02002338",3778,2369,795,212,62
"E02002339",2457,2010,837,269,76
"E02002340",2634,2077,847,238,64
"E02002341",4010,2385,807,168,62
"E02002342",2919,2111,776,216,57
"E02002343",3204,1949,595,153,35
"E02002344",4011,2530,924,262,77
"E02002345",3284,1924,653,158,36
"E02002346",2921,2098,777,274,83
"E02002347",3205,1974,888,342,117
"E02002348",3144,2084,868,307,63
"E02002349",3300,1754,567,169,49
"E02002350",3434,1933,573,131,41
"E02002351",3043,1740,624,160,42
"E02002352",4125,2543,824,203,73
"E02002353",3367,1852,582,149,49
"E02002354",3977,2753,1020,338,90
"E02002356",5496,2698,769,191,51
"E02002357",4146,2740,1015,278,98
"E02002358",4132,2911,1084,359,120
"E02002359",3342,2099,771,201,67
"E02002360",3603,2154,736,266,80
"E02002361",3298,1865,626,182,51
"E02002362",3532,2686,1165,486,117
"E02002363",3811,2247,693,175,53
"E02002364",2443,1788,1019,447,148
"E02002366",4284,2753,917,256,62
"E02002367",2978,2017,900,371,100
